sep=,
DeviceTag:,ST-3
FirmwareVersion:,2.1.0
AppVersion:,2023.6.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Sensor fusion Mode - Extended(Euler)
StartTime: ,2024-12-10_14:33:40_194 CET
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
228,300736836,174.411758,-69.426254,-171.891724,0.315185,-0.364513,-0.045866,0
229,300753503,174.628098,-69.038864,-171.704803,0.107788,-0.219532,-0.038780,0
230,300770170,174.819214,-68.717720,-171.609406,-0.274458,-0.061402,0.094548,0
231,300786837,174.817413,-68.592644,-171.772812,-0.395346,0.039600,0.058488,0
232,300803504,174.619766,-68.595848,-172.105804,-0.164223,0.048442,-0.156883,0
233,300820171,174.284805,-68.539375,-172.464340,0.112580,-0.120373,-0.273515,0
234,300836838,173.958832,-68.366188,-172.826187,0.278842,-0.318494,-0.165869,0
235,300853505,173.708496,-68.129623,-173.198486,0.340495,-0.451074,0.094953,0
236,300870172,173.508133,-67.964111,-173.537216,0.428016,-0.541385,0.218952,0
237,300886839,173.347443,-67.920189,-173.775391,0.480009,-0.576919,0.083858,0
238,300903506,173.295166,-67.848465,-173.884964,0.439756,-0.568768,-0.017134,0
239,300920173,173.319794,-67.675896,-173.940765,0.320319,-0.517804,0.004442,0
240,300936840,173.293655,-67.497818,-173.960434,0.170555,-0.500205,0.083132,0
241,300953507,173.165207,-67.396584,-173.980148,0.131319,-0.538855,0.107068,0
242,300970174,173.042252,-67.363724,-173.971741,0.106999,-0.569973,-0.010607,0
243,300986841,173.015244,-67.335785,-173.959183,0.170704,-0.540229,-0.044055,0
244,301003508,173.146271,-67.312088,-173.899521,0.142933,-0.460463,-0.034408,0
245,301020175,173.333847,-67.257828,-173.867874,0.001044,-0.374859,-0.004690,0
246,301036842,173.487579,-67.219185,-173.929245,0.019509,-0.270088,0.080137,0
247,301053509,173.573792,-67.231407,-174.026291,0.158996,-0.299182,0.056033,0
248,301070176,173.595947,-67.286674,-174.154984,0.338964,-0.408161,-0.127255,0
249,301086843,173.561020,-67.329056,-174.267776,0.450265,-0.582086,-0.240490,0
250,301103510,173.583008,-67.294701,-174.310715,0.481107,-0.608025,-0.112320,0
251,301120177,173.758331,-67.225960,-174.258972,0.289062,-0.466121,0.098174,0
252,301136844,173.967163,-67.248116,-174.169495,0.018818,-0.282493,0.144430,0
253,301153511,174.117035,-67.345383,-174.109222,-0.067141,-0.216378,0.063279,0
254,301170178,174.261658,-67.407509,-174.056396,0.117741,-0.127405,-0.082837,0
255,301186845,174.553391,-67.338585,-174.003708,0.161279,0.034917,-0.139756,0
256,301203512,174.866547,-67.146255,-174.046066,-0.199532,0.203350,0.013260,0
257,301220179,174.927338,-67.065544,-174.249817,-0.341754,0.117015,0.221013,0
258,301236846,174.735077,-67.239792,-174.543396,-0.194898,-0.127124,0.013134,0
259,301253513,174.555054,-67.386467,-174.866745,-0.056650,-0.385660,-0.228827,0
260,301270180,174.562897,-67.362808,-175.150940,-0.006219,-0.479626,-0.145154,0
261,301286847,174.755402,-67.313774,-175.325195,0.008119,-0.408624,0.044888,0
262,301303514,174.999756,-67.342560,-175.478699,-0.033825,-0.331683,0.137753,0
263,301320181,175.135696,-67.440086,-175.667831,0.030757,-0.357417,0.123533,0
264,301336848,175.175980,-67.579651,-175.869019,0.271496,-0.477991,0.092977,0
265,301353515,175.264481,-67.733948,-175.988480,0.377940,-0.508117,0.033690,0
266,301370182,175.465500,-67.884102,-175.978836,0.365339,-0.413860,-0.027566,0
267,301386849,175.723373,-67.990868,-175.949921,0.191550,-0.268885,-0.097619,0
268,301403516,175.892303,-68.071579,-175.980804,0.046025,-0.141888,-0.085412,0
269,301420183,175.939087,-68.140648,-176.053131,-0.097021,-0.096614,-0.116014,0
270,301436850,175.807312,-68.203552,-176.199707,-0.157427,-0.217706,-0.105026,0
271,301453517,175.606384,-68.315025,-176.457382,-0.053845,-0.408214,-0.048376,0
272,301470184,175.578323,-68.459297,-176.695587,0.148232,-0.410973,-0.175395,0
273,301486851,175.773819,-68.499443,-176.765976,0.193509,-0.218141,-0.331660,0
274,301503518,176.078064,-68.337875,-176.769104,0.091994,-0.050255,-0.297161,0
275,301520185,176.297989,-68.062943,-176.830368,-0.102682,-0.048957,-0.007582,0
276,301536852,176.239639,-67.945389,-177.080505,-0.105343,-0.210348,0.277963,0
277,301553519,175.962082,-68.099693,-177.453506,0.119885,-0.416505,0.144320,0
278,301570186,175.734650,-68.278145,-177.761322,0.272237,-0.547398,-0.121731,0
279,301586853,175.763245,-68.289780,-177.838882,0.312936,-0.581340,-0.269135,0
280,301603520,176.055054,-68.158714,-177.813736,0.185253,-0.424380,-0.085969,0
281,301620187,176.398087,-68.020241,-177.746384,0.022676,-0.121975,-0.101217,0
282,301636854,176.495834,-67.927086,-177.733475,-0.153812,-0.039335,-0.028749,0
283,301653521,176.347885,-67.891602,-177.877121,-0.014214,-0.169305,0.106198,0
284,301670188,176.097153,-67.936882,-178.021362,0.149810,-0.390027,-0.022497,0
285,301686855,175.913330,-67.992294,-178.104233,0.295390,-0.541177,-0.042765,0
286,301703522,175.968842,-67.947525,-178.087524,0.263655,-0.521021,-0.069417,0
